uid,name,num_leds,length,reversed,offset,sub_component,num_adressable_leds,bus,status,points
1,back_seam_right,50,0.94,TRUE,0,coat,50,bus,done,"[[-0.13550800950963754, 0.4023248972259602, 0.0], [-0.1356738934412928, 0.3924465869142064, 0.0], [-0.1356788284503341, 0.3825668362622534, 0.0], [-0.13555105430946668, 0.3726878860437651, 0.0], [-0.13530807494821728, 0.36281108451618105, 0.0], [-0.13496089194949246, 0.3529373891094198, 0.0], [-0.13451637401234193, 0.3430675924272453, 0.0], [-0.1339786405838295, 0.3332024329087265, 0.0], [-0.13334990040928454, 0.32334265418107144, 0.0], [-0.1326309774838425, 0.3134890404517846, 0.0], [-0.13182164570889518, 0.3036424408065211, 0.0], [-0.13092084952508368, 0.29380378816392727, 0.0], [-0.1299268594765479, 0.28397411521687566, 0.0], [-0.12883739168794478, 0.27415456817290024, 0.0], [-0.1276497245522887, 0.26434641641031936, 0.0], [-0.1263608372882603, 0.2545510548605193, 0.0], [-0.12496757525359281, 0.2447699965923706, 0.0], [-0.12346686318867073, 0.23500485010985017, 0.0], [-0.12185598126864422, 0.22525727440062762, 0.0], [-0.1201328883071005, 0.21552890923643692, 0.0], [-0.11829665765451551, 0.20582126344761867, 0.0], [-0.1163481267115007, 0.19613553215887222, 0.0], [-0.11429081642161938, 0.18647231681311868, 0.0], [-0.11213191476908015, 0.17683128156575523, 0.0], [-0.10988327177363733, 0.1672107698093031, 0.0], [-0.10756267267063364, 0.15760734715416685, 0.0], [-0.10519551990785024, 0.14801528087752655, 0.0], [-0.10281713557779705, 0.1384259894760109, 0.0], [-0.10047574303965293, 0.12882761850810004, 0.0], [-0.09823581085041021, 0.11920513350506645, 0.0], [-0.09618066013115706, 0.10954165252163849, 0.0], [-0.09441177083315445, 0.09982197106355989, 0.0], [-0.09304073820814418, 0.09003861593442694, 0.0], [-0.09217037238935999, 0.0801984479558393, 0.0], [-0.09186704314705423, 0.07032469817514525, 0.0], [-0.09213683882273306, 0.060449845013667985, 0.0], [-0.09292450033131006, 0.05060241529766489, 0.0], [-0.09413605335391154, 0.04079773838224925, 0.0], [-0.09566723255120088, 0.031037588766907976, 0.0], [-0.09742300560202581, 0.021315159759148845, 0.0], [-0.09932582408758905, 0.011620347657943309, 0.0], [-0.10131652804895075, 0.0019431591678152698, 0.0], [-0.10335201929113176, -0.007724722815392328, 0.0], [-0.10540200326918837, -0.017389545558582763, 0.0], [-0.10744587237342881, -0.02705566246134708, 0.0], [-0.10946999720638109, -0.03672593127612038, 0.0], [-0.11146559444066353, -0.04640212568519734, 0.0], [-0.11342723112219429, -0.05608526071976542, 0.0], [-0.11535179652454484, -0.06577583122311008, 0.0], [-0.11723777622947658, -0.07547398483221564, 0.0], [-0.11908472285066299, -0.0851796476623486, 0.0], [-0.1208928894318336, -0.09489261013822192, 0.0], [-0.12266298092280012, -0.10461258382416162, 0.0], [-0.12439598511358428, -0.11433923874393961, 0.0], [-0.1260930592848022, -0.12407222730684578, 0.0], [-0.12775545804718827, -0.13381119877447942, 0.0], [-0.12938448594071164, -0.1435558080876285, 0.0], [-0.13098146500685284, -0.15330572130584197, 0.0], [-0.1325477127305486, -0.16306061879057213, 0.0], [-0.13408452725337702, -0.17282019688220635, 0.0], [-0.1355931773797537, -0.18258416862941496, 0.0], [-0.13707489530120667, -0.19235226399682281, 0.0], [-0.13853087171775008, -0.20212422966161153, 0.0], [-0.13996225303570853, -0.21189982849482333, 0.0], [-0.1413701400379654, -0.22167883885155315, 0.0], [-0.14275558757201562, -0.23146105375746331, 0.0], [-0.1441196049411529, -0.24124628004868898, 0.0], [-0.14546315695909462, -0.2510343374774301, 0.0], [-0.14678716563457758, -0.2608250577925328, 0.0], [-0.14809251203356155, -0.2706182838635911, 0.0], [-0.14938003812498052, -0.2804138688388481, 0.0], [-0.1506505485736586, -0.2902116754281389, 0.0], [-0.15190481243046874, -0.3000115751742102, 0.0], [-0.15314356471267423, -0.3098134478289878, 0.0], [-0.15436750782820008, -0.3196171807781024, 0.0], [-0.1555773127884581, -0.32942266852841096, 0.0], [-0.156773620247611, -0.33922981224924287, 0.0], [-0.1579570413967445, -0.349038519360114, 0.0], [-0.15912815870904617, -0.35884870316217315, 0.0], [-0.1602875265315749, -0.3686602825109946, 0.0], [-0.1614356715205115, -0.378473181531605, 0.0], [-0.16257309291725236, -0.38828732935135596, 0.0], [-0.16370026269842694, -0.3981026599114781, 0.0], [-0.16481762559703161, -0.40791911174443257, 0.0], [-0.1659255989711108, -0.4177366278294565, 0.0], [-0.16702457250267386, -0.4275551554597342, 0.0], [-0.1681149077295604, -0.4373746461415461, 0.0], [-0.16919693741091554, -0.44719505552063166, 0.0], [-0.17027096472834255, -0.4570163433341291, 0.0], [-0.17133726232222002, -0.4668384733930762, 0.0], [-0.17239607113940436, -0.4766614135527244, 0.0], [-0.17344759911818272, -0.48648513579838365, 0.0], [-0.17449201972118494, -0.49630961622440894, 0.0], [-0.17552947035677516, -0.5061348351167182, 0.0], [-0.1765600506961305, -0.5159607770309631, 0.0], [-0.17758382090646269, -0.5257874308297715, 0.0], [-0.1778008902940788, -0.5278794757591198, 0.0]]"
2,back_seam_left,50,0.94,TRUE,0,coat,50,bus,done,"[[0.13550800950963754, 0.4023248972259602, 0.0], [0.1356738934412928, 0.3924465869142064, 0.0], [0.1356788284503341, 0.3825668362622534, 0.0], [0.13555105430946668, 0.3726878860437651, 0.0], [0.13530807494821728, 0.36281108451618105, 0.0], [0.13496089194949246, 0.3529373891094198, 0.0], [0.13451637401234193, 0.3430675924272453, 0.0], [0.1339786405838295, 0.3332024329087265, 0.0], [0.13334990040928454, 0.32334265418107144, 0.0], [0.1326309774838425, 0.3134890404517846, 0.0], [0.13182164570889518, 0.3036424408065211, 0.0], [0.13092084952508368, 0.29380378816392727, 0.0], [0.1299268594765479, 0.28397411521687566, 0.0], [0.12883739168794478, 0.27415456817290024, 0.0], [0.1276497245522887, 0.26434641641031936, 0.0], [0.1263608372882603, 0.2545510548605193, 0.0], [0.12496757525359281, 0.2447699965923706, 0.0], [0.12346686318867073, 0.23500485010985017, 0.0], [0.12185598126864422, 0.22525727440062762, 0.0], [0.1201328883071005, 0.21552890923643692, 0.0], [0.11829665765451551, 0.20582126344761867, 0.0], [0.1163481267115007, 0.19613553215887222, 0.0], [0.11429081642161938, 0.18647231681311868, 0.0], [0.11213191476908015, 0.17683128156575523, 0.0], [0.10988327177363733, 0.1672107698093031, 0.0], [0.10756267267063364, 0.15760734715416685, 0.0], [0.10519551990785024, 0.14801528087752655, 0.0], [0.10281713557779705, 0.1384259894760109, 0.0], [0.10047574303965293, 0.12882761850810004, 0.0], [0.09823581085041021, 0.11920513350506645, 0.0], [0.09618066013115706, 0.10954165252163849, 0.0], [0.09441177083315445, 0.09982197106355989, 0.0], [0.09304073820814418, 0.09003861593442694, 0.0], [0.09217037238935999, 0.0801984479558393, 0.0], [0.09186704314705423, 0.07032469817514525, 0.0], [0.09213683882273306, 0.060449845013667985, 0.0], [0.09292450033131006, 0.05060241529766489, 0.0], [0.09413605335391154, 0.04079773838224925, 0.0], [0.09566723255120088, 0.031037588766907976, 0.0], [0.09742300560202581, 0.021315159759148845, 0.0], [0.09932582408758905, 0.011620347657943309, 0.0], [0.10131652804895075, 0.0019431591678152698, 0.0], [0.10335201929113176, -0.007724722815392328, 0.0], [0.10540200326918837, -0.017389545558582763, 0.0], [0.10744587237342881, -0.02705566246134708, 0.0], [0.10946999720638109, -0.03672593127612038, 0.0], [0.11146559444066353, -0.04640212568519734, 0.0], [0.11342723112219429, -0.05608526071976542, 0.0], [0.11535179652454484, -0.06577583122311008, 0.0], [0.11723777622947658, -0.07547398483221564, 0.0], [0.11908472285066299, -0.0851796476623486, 0.0], [0.1208928894318336, -0.09489261013822192, 0.0], [0.12266298092280012, -0.10461258382416162, 0.0], [0.12439598511358428, -0.11433923874393961, 0.0], [0.1260930592848022, -0.12407222730684578, 0.0], [0.12775545804718827, -0.13381119877447942, 0.0], [0.12938448594071164, -0.1435558080876285, 0.0], [0.13098146500685284, -0.15330572130584197, 0.0], [0.1325477127305486, -0.16306061879057213, 0.0], [0.13408452725337702, -0.17282019688220635, 0.0], [0.1355931773797537, -0.18258416862941496, 0.0], [0.13707489530120667, -0.19235226399682281, 0.0], [0.13853087171775008, -0.20212422966161153, 0.0], [0.13996225303570853, -0.21189982849482333, 0.0], [0.1413701400379654, -0.22167883885155315, 0.0], [0.14275558757201562, -0.23146105375746331, 0.0], [0.1441196049411529, -0.24124628004868898, 0.0], [0.14546315695909462, -0.2510343374774301, 0.0], [0.14678716563457758, -0.2608250577925328, 0.0], [0.14809251203356155, -0.2706182838635911, 0.0], [0.14938003812498052, -0.2804138688388481, 0.0], [0.1506505485736586, -0.2902116754281389, 0.0], [0.15190481243046874, -0.3000115751742102, 0.0], [0.15314356471267423, -0.3098134478289878, 0.0], [0.15436750782820008, -0.3196171807781024, 0.0], [0.1555773127884581, -0.32942266852841096, 0.0], [0.156773620247611, -0.33922981224924287, 0.0], [0.1579570413967445, -0.349038519360114, 0.0], [0.15912815870904617, -0.35884870316217315, 0.0], [0.1602875265315749, -0.3686602825109946, 0.0], [0.1614356715205115, -0.378473181531605, 0.0], [0.16257309291725236, -0.38828732935135596, 0.0], [0.16370026269842694, -0.3981026599114781, 0.0], [0.16481762559703161, -0.40791911174443257, 0.0], [0.1659255989711108, -0.4177366278294565, 0.0], [0.16702457250267386, -0.4275551554597342, 0.0], [0.1681149077295604, -0.4373746461415461, 0.0], [0.16919693741091554, -0.44719505552063166, 0.0], [0.17027096472834255, -0.4570163433341291, 0.0], [0.17133726232222002, -0.4668384733930762, 0.0], [0.17239607113940436, -0.4766614135527244, 0.0], [0.17344759911818272, -0.48648513579838365, 0.0], [0.17449201972118494, -0.49630961622440894, 0.0], [0.17552947035677516, -0.5061348351167182, 0.0], [0.1765600506961305, -0.5159607770309631, 0.0], [0.17758382090646269, -0.5257874308297715, 0.0], [0.1778008902940788, -0.5278794757591198, 0.0]]"
3,buttons_right,52,0.97,TRUE,0,coat,52,bus,done,"[[-0.06153344682934283, 0.44041474856641094, 0.0], [-0.061365767951326596, 0.4305366294927974, 0.0], [-0.06146008792172734, 0.4206575195412341, 0.0], [-0.06180495830524527, 0.4107839498723502, 0.0], [-0.06238292725379248, 0.400921240382439, 0.0], [-0.06317156859945118, 0.39107309408499313, 0.0], [-0.0641446344339906, 0.3812414139742537, 0.0], [-0.06527323668450673, 0.3714263325807173, 0.0], [-0.06652697888196464, 0.3616264170658096, 0.0], [-0.06787498499170859, 0.3518389973815416, 0.0], [-0.06928679077929986, 0.3420605601707251, 0.0], [-0.07073307950487366, 0.3322871550953837, 0.0], [-0.0721862561153286, 0.32251477014183255, 0.0], [-0.07362086881709176, 0.3127396465890116, 0.0], [-0.07501392130591959, 0.30295852157741454, 0.0], [-0.0763451142774123, 0.2931687958429912, 0.0], [-0.07759707022133448, 0.2833686325852691, 0.0], [-0.0787555263546358, 0.2735569877167003, 0.0], [-0.079809460485966, 0.26373357408003717, 0.0], [-0.08075103283659847, 0.25389876056655153, 0.0], [-0.08157525180452277, 0.24405342114964104, 0.0], [-0.08227959400563248, 0.23419878156336768, 0.0], [-0.08286366199896004, 0.22433628202960001, 0.0], [-0.08332883596086743, 0.21446745788943972, 0.0], [-0.08367791748648722, 0.20459384224327065, 0.0], [-0.08391481924797754, 0.19471689412909374, 0.0], [-0.08404430875533768, 0.18483794928977165, 0.0], [-0.08407181569812473, 0.1749581892089479, 0.0], [-0.08400329112354915, 0.1650786234781031, 0.0], [-0.08384509710744716, 0.15520008174056169, 0.0], [-0.08360391853981032, 0.14532321284043676, 0.0], [-0.08328668612766374, 0.13544848960684838, 0.0], [-0.08290050975877741, 0.12557621805630137, 0.0], [-0.08245262356302333, 0.11570654984740525, 0.0], [-0.08195034103535002, 0.10583949702302572, 0.0], [-0.08140102160632039, 0.09597494811241462, 0.0], [-0.0808120409344981, 0.08611268530661328, 0.0], [-0.08019075600845485, 0.07625240283015393, 0.0], [-0.0795444532586755, 0.06639372703365924, 0.0], [-0.07888026226348038, 0.05653623916872955, 0.0], [-0.07820503086344573, 0.04667950076962385, 0.0], [-0.0775251619553678, 0.03682308092189605, 0.0], [-0.07684650052551313, 0.02696657791545956, 0.0], [-0.07617432596741118, 0.017109630678460417, 0.0], [-0.07551335189575213, 0.007251926458805945, 0.0], [-0.07486771520398791, -0.0026067936723455287, 0.0], [-0.07424097827556074, -0.01246673281242573, 0.0], [-0.07363614259641724, -0.022328039159199037, 0.0], [-0.07305566726815256, -0.032190808980573644, 0.0], [-0.07250148564685878, -0.0420550907865559, 0.0], [-0.07197502923843999, -0.051920890853387004, 0.0], [-0.07147728776527591, -0.06178818110478529, 0.0], [-0.07100894785025823, -0.07165691041355264, 0.0], [-0.07057064166708067, -0.08152701906316545, 0.0], [-0.07016330287569056, -0.09139845390643157, 0.0], [-0.06978858154834815, -0.10127118012288988, 0.0], [-0.06944929312211641, -0.11114518647935828, 0.0], [-0.06914960030096906, -0.1210204723539636, 0.0], [-0.0688945289380729, -0.13089700953874192, 0.0], [-0.06868915210977283, -0.14077470302638492, 0.0], [-0.06853776457085685, -0.1506533697971143, 0.0], [-0.0684431954578174, -0.16053274295175288, 0.0], [-0.06840631938863723, -0.17041250000330802, 0.0], [-0.06842581198579582, -0.18029230780017186, 0.0], [-0.06849819317783344, -0.1901718716764525, 0.0], [-0.06861813437465912, -0.2000509750720458, 0.0], [-0.06877888882063027, -0.2099295011481684, 0.0], [-0.0689727963753899, -0.21980743428236352, 0.0], [-0.0691919100943754, -0.2296848421200311, 0.0], [-0.06942849816644274, -0.23956184796416513, 0.0], [-0.06967534026879947, -0.2494386034646165, 0.0], [-0.06992587003620841, -0.25931526630991697, 0.0], [-0.07017422889064939, -0.2691919838854537, 0.0], [-0.07041527092333479, -0.27906888244328765, 0.0], [-0.0706445418533628, -0.28894606084493535, 0.0], [-0.0708582458522669, -0.2988235878604076, 0.0], [-0.0710532110945594, -0.30870150206113833, 0.0], [-0.07122686381460655, -0.318579813508548, 0.0], [-0.07137721079046683, -0.32845850681745675, 0.0], [-0.07150282846347378, -0.33833754529343085, 0.0], [-0.07160285040353513, -0.34821687594379175, 0.0], [-0.07167695493204708, -0.3580964349821741, 0.0], [-0.07172536718145787, -0.36797615343340345, 0.0], [-0.07174885497957398, -0.3778559627869618, 0.0], [-0.07174866399792554, -0.3877358003613934, 0.0], [-0.07172643494264992, -0.39761561326137373, 0.0], [-0.07168413933563349, -0.4074953609928184, 0.0], [-0.0716240382807353, -0.41737501681312666, 0.0], [-0.07154866456376625, -0.4272545682626616, 0.0], [-0.07146081763972648, -0.4371340169844284, 0.0], [-0.07136356610912187, -0.44701337785842843, 0.0], [-0.07126025157424637, -0.4568926773653809, 0.0], [-0.07115449153639428, -0.46677195107205866, 0.0], [-0.07105017870564696, -0.4766512401154413, 0.0], [-0.07095147043807974, -0.48653058654279774, 0.0], [-0.07086275602889713, -0.4964100273885385, 0.0], [-0.07078857771166627, -0.5062895875083256, 0.0], [-0.07073346496726211, -0.5161692716677165, 0.0], [-0.07070736819754736, -0.5235120354645344, 0.0]]"
4,buttons_left,52,0.97,FALSE,0,coat,52,bus,done,"[[0.06153344682934283, 0.44041474856641094, 0.0], [0.061365767951326596, 0.4305366294927974, 0.0], [0.06146008792172734, 0.4206575195412341, 0.0], [0.06180495830524527, 0.4107839498723502, 0.0], [0.06238292725379248, 0.400921240382439, 0.0], [0.06317156859945118, 0.39107309408499313, 0.0], [0.0641446344339906, 0.3812414139742537, 0.0], [0.06527323668450673, 0.3714263325807173, 0.0], [0.06652697888196464, 0.3616264170658096, 0.0], [0.06787498499170859, 0.3518389973815416, 0.0], [0.06928679077929986, 0.3420605601707251, 0.0], [0.07073307950487366, 0.3322871550953837, 0.0], [0.0721862561153286, 0.32251477014183255, 0.0], [0.07362086881709176, 0.3127396465890116, 0.0], [0.07501392130591959, 0.30295852157741454, 0.0], [0.0763451142774123, 0.2931687958429912, 0.0], [0.07759707022133448, 0.2833686325852691, 0.0], [0.0787555263546358, 0.2735569877167003, 0.0], [0.079809460485966, 0.26373357408003717, 0.0], [0.08075103283659847, 0.25389876056655153, 0.0], [0.08157525180452277, 0.24405342114964104, 0.0], [0.08227959400563248, 0.23419878156336768, 0.0], [0.08286366199896004, 0.22433628202960001, 0.0], [0.08332883596086743, 0.21446745788943972, 0.0], [0.08367791748648722, 0.20459384224327065, 0.0], [0.08391481924797754, 0.19471689412909374, 0.0], [0.08404430875533768, 0.18483794928977165, 0.0], [0.08407181569812473, 0.1749581892089479, 0.0], [0.08400329112354915, 0.1650786234781031, 0.0], [0.08384509710744716, 0.15520008174056169, 0.0], [0.08360391853981032, 0.14532321284043676, 0.0], [0.08328668612766374, 0.13544848960684838, 0.0], [0.08290050975877741, 0.12557621805630137, 0.0], [0.08245262356302333, 0.11570654984740525, 0.0], [0.08195034103535002, 0.10583949702302572, 0.0], [0.08140102160632039, 0.09597494811241462, 0.0], [0.0808120409344981, 0.08611268530661328, 0.0], [0.08019075600845485, 0.07625240283015393, 0.0], [0.0795444532586755, 0.06639372703365924, 0.0], [0.07888026226348038, 0.05653623916872955, 0.0], [0.07820503086344573, 0.04667950076962385, 0.0], [0.0775251619553678, 0.03682308092189605, 0.0], [0.07684650052551313, 0.02696657791545956, 0.0], [0.07617432596741118, 0.017109630678460417, 0.0], [0.07551335189575213, 0.007251926458805945, 0.0], [0.07486771520398791, -0.0026067936723455287, 0.0], [0.07424097827556074, -0.01246673281242573, 0.0], [0.07363614259641724, -0.022328039159199037, 0.0], [0.07305566726815256, -0.032190808980573644, 0.0], [0.07250148564685878, -0.0420550907865559, 0.0], [0.07197502923843999, -0.051920890853387004, 0.0], [0.07147728776527591, -0.06178818110478529, 0.0], [0.07100894785025823, -0.07165691041355264, 0.0], [0.07057064166708067, -0.08152701906316545, 0.0], [0.07016330287569056, -0.09139845390643157, 0.0], [0.06978858154834815, -0.10127118012288988, 0.0], [0.06944929312211641, -0.11114518647935828, 0.0], [0.06914960030096906, -0.1210204723539636, 0.0], [0.0688945289380729, -0.13089700953874192, 0.0], [0.06868915210977283, -0.14077470302638492, 0.0], [0.06853776457085685, -0.1506533697971143, 0.0], [0.0684431954578174, -0.16053274295175288, 0.0], [0.06840631938863723, -0.17041250000330802, 0.0], [0.06842581198579582, -0.18029230780017186, 0.0], [0.06849819317783344, -0.1901718716764525, 0.0], [0.06861813437465912, -0.2000509750720458, 0.0], [0.06877888882063027, -0.2099295011481684, 0.0], [0.0689727963753899, -0.21980743428236352, 0.0], [0.0691919100943754, -0.2296848421200311, 0.0], [0.06942849816644274, -0.23956184796416513, 0.0], [0.06967534026879947, -0.2494386034646165, 0.0], [0.06992587003620841, -0.25931526630991697, 0.0], [0.07017422889064939, -0.2691919838854537, 0.0], [0.07041527092333479, -0.27906888244328765, 0.0], [0.0706445418533628, -0.28894606084493535, 0.0], [0.0708582458522669, -0.2988235878604076, 0.0], [0.0710532110945594, -0.30870150206113833, 0.0], [0.07122686381460655, -0.318579813508548, 0.0], [0.07137721079046683, -0.32845850681745675, 0.0], [0.07150282846347378, -0.33833754529343085, 0.0], [0.07160285040353513, -0.34821687594379175, 0.0], [0.07167695493204708, -0.3580964349821741, 0.0], [0.07172536718145787, -0.36797615343340345, 0.0], [0.07174885497957398, -0.3778559627869618, 0.0], [0.07174866399792554, -0.3877358003613934, 0.0], [0.07172643494264992, -0.39761561326137373, 0.0], [0.07168413933563349, -0.4074953609928184, 0.0], [0.0716240382807353, -0.41737501681312666, 0.0], [0.07154866456376625, -0.4272545682626616, 0.0], [0.07146081763972648, -0.4371340169844284, 0.0], [0.07136356610912187, -0.44701337785842843, 0.0], [0.07126025157424637, -0.4568926773653809, 0.0], [0.07115449153639428, -0.46677195107205866, 0.0], [0.07105017870564696, -0.4766512401154413, 0.0], [0.07095147043807974, -0.48653058654279774, 0.0], [0.07086275602889713, -0.4964100273885385, 0.0], [0.07078857771166627, -0.5062895875083256, 0.0], [0.07073346496726211, -0.5161692716677165, 0.0], [0.07070736819754736, -0.5235120354645344, 0.0]]"
5,front_seam_right,51,0.94,FALSE,0,coat,51,bus,done,"[[-0.1332771528263462, 0.4034101002100602, 0.0], [-0.13323279995798787, 0.3935314363074492, 0.0], [-0.13365931486676977, 0.38366159477702627, 0.0], [-0.13446703736203414, 0.37381528809460585, 0.0], [-0.1355454631262261, 0.3639946760155411, 0.0], [-0.1367757448592156, 0.35419177281370545, 0.0], [-0.13803750195523123, 0.3443928384113833, 0.0], [-0.13921236097614323, 0.33458319270630726, 0.0], [-0.14018687047922684, 0.32475180953887606, 0.0], [-0.14085728610661058, 0.3148952664930849, 0.0], [-0.14113810764063997, 0.3050201776730655, 0.0], [-0.14097415942721303, 0.2951425909960568, 0.0], [-0.14035068145441063, 0.28528331653512756, 0.0], [-0.13929324191526715, 0.27546094999519605, 0.0], [-0.1378597027577171, 0.26568616723229704, 0.0], [-0.13612830676977317, 0.255959508214445, 0.0], [-0.13418549889825146, 0.24627269876794214, 0.0], [-0.13211644588335955, 0.23661197380465127, 0.0], [-0.12999913242093877, 0.22696167858022356, 0.0], [-0.12790137526787676, 0.21730712385085707, 0.0], [-0.1258797057234157, 0.207636384411378, 0.0], [-0.1239792899514357, 0.19794113051095333, 0.0], [-0.12223445348607927, 0.18821671237744897, 0.0], [-0.12066957870932367, 0.17846174752801267, 0.0], [-0.11930026527471296, 0.16867743422319173, 0.0], [-0.11813457327159874, 0.15886678560421788, 0.0], [-0.11717420603428005, 0.14903391151382644, 0.0], [-0.11641582558937773, 0.1391833901652432, 0.0], [-0.11585261372267157, 0.1293197712856008, 0.0], [-0.11547556556015835, 0.11944726760180507, 0.0], [-0.11527440991564994, 0.10956959852163989, 0.0], [-0.11523822869688909, 0.09968993216266636, 0.0], [-0.1153558468993325, 0.08981088516172796, 0.0], [-0.11561607952074478, 0.07993455251482046, 0.0], [-0.11600788190924355, 0.07006255183301707, 0.0], [-0.11652043409393077, 0.0601960726673548, 0.0], [-0.11714318131405295, 0.05033592573806422, 0.0], [-0.11786583980302369, 0.04048258899325761, 0.0], [-0.11867837634097275, 0.030636248900412198, 0.0], [-0.11957096884598777, 0.020796836440224283, 0.0], [-0.12053395278329922, 0.01096405789001858, 0.0], [-0.12155775693536433, 0.0011374209011033374, 0.0], [-0.12263283116537148, -0.008683743350312478, 0.0], [-0.12374956719294306, -0.01850026107711051, 0.0], [-0.12489820875515822, -0.028313099363299343, 0.0], [-0.12606875304765303, -0.03812335095291516, 0.0], [-0.12725085078562035, -0.04793221814926943, 0.0], [-0.12843371269032014, -0.057740993292313664, 0.0], [-0.12960605263128655, -0.06755103052748511, 0.0], [-0.13075610037438312, -0.07736370378531128, 0.0], [-0.13187170779561483, -0.08718034858012344, 0.0], [-0.132940586070637, -0.09700218637635508, 0.0], [-0.13395059447964705, -0.10683024636499282, 0.0], [-0.134890090976026, -0.1166652905390477, 0.0], [-0.13574852218233316, -0.12650773493170742, 0.0], [-0.13651726829416852, -0.13635758445758714, 0.0], [-0.13719058211596058, -0.14621441418035064, 0.0], [-0.1377666061190926, -0.15607740803657147, 0.0], [-0.13824840276261802, -0.16594545827908957, 0.0], [-0.13864485047270692, -0.17581731438944612, 0.0], [-0.13897106775879198, -0.18569175149345182, 0.0], [-0.139247974851516, -0.1955677040930856, 0.0], [-0.13950078028498858, -0.20544430842428307, 0.0], [-0.1397565534989826, -0.21532083568522634, 0.0], [-0.1400413623801412, -0.22519656231849364, 0.0], [-0.14037760758547696, -0.23507066290619827, 0.0], [-0.14078219455104357, -0.24494219142502094, 0.0], [-0.14126614666446324, -0.2548101419194428, 0.0], [-0.14183531385241294, -0.2646735416410969, 0.0], [-0.14249138547717613, -0.27453154222224263, 0.0], [-0.14323294682066584, -0.2843834826057, 0.0], [-0.1440564101953318, -0.2942289186352795, 0.0], [-0.14495673494708533, -0.30406762735533, 0.0], [-0.14592793561000347, -0.31389959654320726, 0.0], [-0.14696342511988394, -0.32372500664217746, 0.0], [-0.1480562387883233, -0.33354420969308324, 0.0], [-0.14919917173826805, -0.34335770835885937, 0.0], [-0.15038484930790788, -0.35316613708899686, 0.0], [-0.15160574352919912, -0.36297024683874796, 0.0], [-0.1528541434994228, -0.37277089398819147, 0.0], [-0.1541220884269486, -0.38256903307187956, 0.0], [-0.15540127385722563, -0.39236571182694424, 0.0], [-0.1566829588762812, -0.40216206406888244, 0.0], [-0.15795789146196104, -0.411959296823416, 0.0], [-0.1592162174741, -0.42175867484578766, 0.0], [-0.16044736362175285, -0.4315615021183559, 0.0], [-0.16163989623624841, -0.4413690977178055, 0.0], [-0.16278135225672988, -0.45118276324731543, 0.0], [-0.1638580388333638, -0.4610037378441718, 0.0], [-0.16485479985944204, -0.47083313502478774, 0.0], [-0.1657547522834488, -0.4806718533191063, 0.0], [-0.16653900328263144, -0.4905204499596842, 0.0], [-0.1671863754411725, -0.5003789642216583, 0.0], [-0.16767319407411768, -0.5102466759481599, 0.0], [-0.16797324172652092, -0.5201217884358458, 0.0], [-0.1680588988501994, -0.5297238223306253, 0.0]]"
