uid,name,num_leds,length,reversed,offset,sub_component,num_adressable_leds,bus,status,points
63,head/left_ear,179,5.9458756876205925,False,0,head,179,head,done,"[[-1.4478, 3.24989994632488, -7.0501387627292615], [-1.3462, 3.9836814097566515, -6.498712858603032], [-1.6002, 4.090055486018217, -5.772529543475657], [-1.6357599999999999, 3.944855845933996, -5.302414704096826], [-1.7779999999999998, 3.7513777344151227, -5.099533266479067], [-1.7779999999999998, 3.260737016724074, -5.0235517834350905], [-1.71704, 2.75490000242423, -5.107131414783464], [-1.6490055650935436, 2.0727139452997307, -5.587137767206213], [-1.5377958905270377, 2.051354241619746, -6.549174256503396], [-1.2446000000000002, 1.6379722016777811, -6.9057739449457065]]"
64,head/right_ear,179,5.9458756876205925,False,0,head,179,head,done,"[[1.4478, 3.24989994632488, -7.0501387627292615], [1.3462, 3.9836814097566515, -6.498712858603032], [1.6002, 4.090055486018217, -5.772529543475657], [1.6357599999999999, 3.944855845933996, -5.302414704096826], [1.7779999999999998, 3.7513777344151227, -5.099533266479067], [1.7779999999999998, 3.260737016724074, -5.0235517834350905], [1.71704, 2.75490000242423, -5.107131414783464], [1.6490055650935436, 2.0727139452997307, -5.587137767206213], [1.5377958905270377, 2.051354241619746, -6.549174256503396], [1.2446000000000002, 1.6379722016777811, -6.9057739449457065]]"
105,head/shield_1,176,5.836643834496622,False,0,head,176,head,done,"[[-0.9816688224125071, 3.9077560160667044, -6.5957381729795], [-0.9235454590935379, 3.787228930462345, -7.393758439248663], [-0.43044938926639076, 3.987227186731624, -7.54423710835376], [0.4549902175615771, 3.987227186731624, -7.54423710835376], [0.9480862873887241, 3.787228930462345, -7.393758439248663], [1.0062096507076934, 3.9077560160667044, -6.5957381729795], [0.49495504206574625, 4.263631830345432, -6.694986242882599], [-0.4704142137705599, 4.263631830345432, -6.694986242882599], [-0.9816688224125071, 3.9077560160667044, -6.5957381729795]]"
62,head/shield_2,98,3.241269173039708,False,0,head,98,head,done,"[[-0.9373057555870744, 3.7729721654065442, -7.317009493308781], [-0.7852942607744333, 3.2353231543321535, -7.712854459319182], [-0.35018306384123243, 3.4595430426213474, -8.033185475708159], [0.35163715315773447, 3.4595430426213474, -8.033185475708159], [0.7867483500909352, 3.2353231543321535, -7.712854459319182], [0.9387598449035764, 3.7729721654065442, -7.317009493308781]]"
67,head/shield_3,88,2.9037400258617003,False,0,head,88,head,done,"[[-0.7873739895350861, 3.262576214979544, -7.649349444506555], [-0.6510039973518894, 2.7774584388877823, -7.9470984689829995], [-0.3163312602023639, 2.976460604077587, -8.333550317607102], [0.319600941209816, 2.976460604077587, -8.333550317607102], [0.6542736783593415, 2.7774584388877823, -7.9470984689829995], [0.7906436705425381, 3.262576214979544, -7.649349444506555]]"
66,head/shield_4,72,2.382364118912158,False,0,head,72,head,done,"[[-0.6404548540368667, 2.802937678729925, -7.897198011922726], [-0.547755691879092, 2.485777116378445, -8.353711038009825], [-0.2835935350549913, 2.5876458021825135, -8.54505722112634], [0.2882324189419298, 2.5876458021825135, -8.54505722112634], [0.5523945757660306, 2.485777116378445, -8.353711038009825], [0.6450937379238053, 2.802937678729925, -7.897198011922726]]"
61,head/shield_5,61,2.0223899505453447,False,0,head,61,head,done,"[[-0.5455010767126245, 2.5138285169151504, -8.308244147625672], [-0.42350732755245807, 2.062544021280791, -8.537560133213708], [-0.18604175946244086, 2.2006846589847697, -8.665455743770528], [0.18888362261700475, 2.2006846589847697, -8.665455743770528], [0.426349190707022, 2.062544021280791, -8.537560133213708], [0.5483429398671883, 2.5138285169151504, -8.308244147625672]]"
